Sl.No,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status,elevation,slope,aspect,landslide,sample_source,rainfall_available,soil_moisture_available,terrain_available
131,AS/DIM/83G4/2015/18,Assam,Dima Hasao,Silchar road,NH-54 near Jatinga,25.12,93.02,Earth,Slide,,,,,,,,,,,,750.0,23.2351,13.8542,1,GSI_field_inventory,False,False,True
132,AS/NC/83C16/2009-10/AS-4,Assam,Dima Hasao,Mailongdisa-Harangajao slide,Between Mailongdisa and Harangajao Railway stations. CHainage:128.400 km to 128.600 km,25.121,92.915028,Debris,Slide,20 June 2010,69.8,101.9,152.8,Open-Meteo historical weather,reanalysis,available,0.468135,Open-Meteo ERA5-Land,reanalysis,available,306.0,16.4388,166.8657,1,GSI_field_inventory,True,True,True
133,AS/DIM/83G4/2015/55,Assam,Dima Hasao,Bara Wapu,"Bara Wapu, NH-54",25.122,93.025,Earth,Slide,2014,,,,,,,,,,,691.0,24.2404,319.8156,1,GSI_field_inventory,False,False,True
134,AS/DIM/83G4/2015/21,Assam,Dima Hasao,Jatinga,Jatinga NH-54,25.122,93.026,Earth,Slide,2014,,,,,,,,,,,735.0,20.1597,306.5306,1,GSI_field_inventory,False,False,True
135,AS/DIM/83G4/2015/19,Assam,Dima Hasao,Jatinga Orange Garden Slide.,"Jatinga,NH-54",25.123,93.034,Earth,Slide,2014,,,,,,,,,,,715.0,37.355,218.7974,1,GSI_field_inventory,False,False,True
136,AS/DIM/83G4/2015/20,Assam,Dima Hasao,Jatinga slide,Near Jatinga,25.123,93.033,Earth,Slide,2014,,,,,,,,,,,665.0,45.1709,230.2352,1,GSI_field_inventory,False,False,True
137,AS/NC/83C16/2009-10/AS-5,Assam,Dima Hasao,Mailongdisa-Harangajao-2 slide,Between Mailongdisa and Harangajao railway station (Chainage: 130.100 Km to 130.400 Km),25.124306,92.904278,Debris,Slide,02 April 2010,8.7,153.3,287.1,Open-Meteo historical weather,reanalysis,available,0.436615,Open-Meteo ERA5-Land,reanalysis,available,283.0,22.3617,130.4858,1,GSI_field_inventory,True,True,True
138,AS/NC/83C16/2009-10/AS-3,Assam,Dima Hasao,Jatinga-Longrangajao slide,Between Jatinga and Longrangajao Railway stations (Chainage:120.100 km to 120.400 km),25.124583,92.989111,Debris,Slide,16 June 2010,11.2,49.8,93.5,Open-Meteo historical weather,reanalysis,available,0.459125,Open-Meteo ERA5-Land,reanalysis,available,526.0,19.4671,185.0784,1,GSI_field_inventory,True,True,True
140,AS/DIH/83G08/2020/17,Assam,Dima Hasao,"Along Jenam river, Hangrum",area,25.13,93.27,Debris,Slide,,,,,,,,,,,,547.0,26.8782,160.4194,1,GSI_field_inventory,False,False,True
141,AS/DIH/83G08/2020/19,Assam,Dima Hasao,Data recorded from Hangrum to,Songkai road,25.13,93.29,Debris,Slide,,,,,,,,,,,,989.0,33.2588,358.4378,1,GSI_field_inventory,False,False,True
142,AS/DIM/83G4/2015/65,Assam,Dima Hasao,Nutan Leikul-Kelelo Sinking zone,On NH-54,25.134,93.045,Earth,Slide,2014,,,,,,,,,,,665.0,14.3766,334.1513,1,GSI_field_inventory,False,False,True
144,AS/DIM/83G4/2015/27,Assam,Dima Hasao,Kelelo slide-1,NH-54 Near Kelolo village,25.135,93.04,Earth,Slide,2014,,,,,,,,,,,622.0,14.4975,284.5023,1,GSI_field_inventory,False,False,True
145,AS/DIM/83G4/2015/32,Assam,Dima Hasao,Nutan Leikul-5,Nutan Leikul.NH-54,25.135,93.04,Earth,Slide,2014,,,,,,,,,,,622.0,14.4975,284.5023,1,GSI_field_inventory,False,False,True
146,AS/DIM/83G4/2015/36,Assam,Dima Hasao,Kelelo-4,Kelelo NH-54,25.136,93.04,Earth,Slide,2014,,,,,,,,,,,621.0,9.5641,238.1021,1,GSI_field_inventory,False,False,True
147,AS/DIM/83G4/2015/29,Assam,Dima Hasao,NutanLeikul-2,"NutanLeikul, NH-54",25.137,93.04,Earth,Slide,2014,,,,,,,,,,,639.0,13.1901,219.0092,1,GSI_field_inventory,False,False,True
148,AS/DIM/83G4/2015/34,Assam,Dima Hasao,Kelelo -2,"Kelelo village,NH-54",25.137,93.034,Earth,Flow,2014,,,,,,,,,,,643.0,24.1401,246.589,1,GSI_field_inventory,False,False,True
149,AS/DIM/83G4/2015/35,Assam,Dima Hasao,Kelelo-3,"Kelelo,NH-54",25.137,93.04,Earth,Slide,2014,,,,,,,,,,,639.0,13.1901,219.0092,1,GSI_field_inventory,False,False,True
150,AS/DIM/83G4/2015/22,Assam,Dima Hasao,Jatinga slide,"Jatinga, NH-54",25.137,93.018,Earth,Slide,2014,,,,,,,,,,,742.0,7.5786,299.1224,1,GSI_field_inventory,False,False,True
151,AS/DIM/83G4/2015/56,Assam,Dima Hasao,Bara Haflong,"Bara Haflong,village.",25.139,93.025,Earth,Slide,2014,,,,,,,,,,,610.0,12.2557,117.759,1,GSI_field_inventory,False,False,True
152,AS/DIM/83G4/2015/58,Assam,Dima Hasao,Bara Haflong-3,"Bara Haflong,Near New Haflong RS",25.139,93.025,Earth,Slide,,,,,,,,,,,,610.0,12.2557,117.759,1,GSI_field_inventory,False,False,True
153,AS/DIM/83G4/2015/30,Assam,Dima Hasao,NutanLeikul-3,"Nutan.Leikul,NH-54",25.139,93.04,Earth,Slide,2014,,,,,,,,,,,641.0,14.5628,93.5725,1,GSI_field_inventory,False,False,True
155,AS/DIH/83G08/2020/20,Assam,Dima Hasao,Below Hangrum village.,,25.14,93.31,Debris,Slide,,,,,,,,,,,,1060.0,21.668,148.8293,1,GSI_field_inventory,False,False,True
156,AS/DIH/83G08/2020/30,Assam,Dima Hasao,Hangrum village,,25.14,93.3,Debris,Slide,2018,,,,,,,,,,,1188.0,25.1525,217.5403,1,GSI_field_inventory,False,False,True
157,ASM/DH/83G4/2016/17,Assam,Dima Hasao,"Near and below Assam rifles camp,","Boro Haflong-3 Boro Haflong, Haflong",25.140417,93.020389,Debris,Slide,2014,,,,,,,,,,,732.0,27.2772,146.2985,1,GSI_field_inventory,False,False,True
158,AS/DIM/83G4/2015/28,Assam,Dima Hasao,Nutan Leikul-1,"Nutan Leikul, NH-54",25.142,93.04,Earth,Slide,2014,,,,,,,,,,,669.0,10.3425,51.6172,1,GSI_field_inventory,False,False,True
159,AS/DIM/83G4/2015/31,Assam,Dima Hasao,Nutan Leikul-4,"Nutan Leikul,NH-54",25.142,93.04,Earth,Slide,2014,,,,,,,,,,,669.0,10.3425,51.6172,1,GSI_field_inventory,False,False,True
160,AS/DIM/83G4/2015/49,Assam,Dima Hasao,Thingbhung,Near Thingbhung village,25.145,93.158,Earth,Slide,,,,,,,,,,,,1294.0,20.7745,46.9412,1,GSI_field_inventory,False,False,True
161,ASM/DH/83G4/2016/44,Assam,Dima Hasao,New Haflong R. S slide(3),New Haflong Railway Station,25.14525,93.029167,Debris,Slide,2016,,,,,,,,,,,542.0,29.259,98.3068,1,GSI_field_inventory,False,False,True
163,AS/DH/83C16/2018/002,Assam,Dima Hasao,Jatinga Lampur landslide.,Between Jatinga Lampur Railway Station and Harangajao Railway Station.,25.146306,93.942167,Debris,Slide,14 June 2018,22.8,214.1,308.5,Open-Meteo historical weather,reanalysis,available,0.445281,Open-Meteo ERA5-Land,reanalysis,available,1287.0,16.3889,220.8163,1,GSI_field_inventory,True,True,True
165,ASM/DH/83G4/2016/43,Assam,Dima Hasao,New Haflong R.S. slide - (2),New Haflong Railway Station,25.148722,93.031917,Debris,Slide,2016,,,,,,,,,,,451.0,27.6762,143.367,1,GSI_field_inventory,False,False,True
166,AS/DIH/83G08/2020/21,Assam,Dima Hasao,Data recorded from Hejaichak,to Hangrum road,25.15,93.37,Debris,Slide,,,,,,,,,,,,975.0,35.0736,263.3804,1,GSI_field_inventory,False,False,True
167,ASM/DH/83G4/2016/15,Assam,Dima Hasao,Boro Haflong-1,"Near Boro Haflong village, Haflong",25.150694,93.025833,Debris,Slide,2016,,,,,,,,,,,672.0,16.1039,66.0145,1,GSI_field_inventory,False,False,True
168,AS/DIM/83G4/2015/41,Assam,Dima Hasao,Pura slide.-2,Near Pura village,25.155,93.067,Earth,Slide,2014,,,,,,,,,,,515.0,20.566,287.5785,1,GSI_field_inventory,False,False,True
169,AS/DIM/83G4/2015/42,Assam,Dima Hasao,"Pura,NH-54",Pura,25.155,93.067,Earth,Slide,2014,,,,,,,,,,,515.0,20.566,287.5785,1,GSI_field_inventory,False,False,True
170,AS/DIM/83G4/2015/26,Assam,Dima Hasao,Pura slide.,"NH-54,Near Pura village",25.155,93.073,Earth,Slide,2014,,,,,,,,,,,600.0,8.6783,241.4938,1,GSI_field_inventory,False,False,True
171,ASM/DH/83G4/2016/25,Assam,Dima Hasao,Mahadev Tila slide-2,Haflong town,25.155611,93.022222,Debris,Slide,2016,,,,,,,,,,,617.0,16.3853,318.0067,1,GSI_field_inventory,False,False,True
172,ASM/DH/83G4/2016/24,Assam,Dima Hasao,Mahadev Tilla-1,"Mahadev Tilla, Haflong",25.155722,93.022778,Earth,Slide,2016,,,,,,,,,,,613.0,24.7827,2.2199,1,GSI_field_inventory,False,False,True
173,AS/DIM/83G4/2015/57,Assam,Dima Hasao,Bara Haflong,"Bara Haflong,Near New Haflong RS",25.156,93.018,Earth,Slide,2014,,,,,,,,,,,599.0,16.4001,219.6448,1,GSI_field_inventory,False,False,True
176,ASM/DH/83G4/2016/06,Assam,Dima Hasao,G. C. Langthasa High school slide,"Near Mahadev Tila, Haflong",25.156694,93.017667,Debris,Slide,1998,,,,,,,,,,,616.0,29.1441,189.2282,1,GSI_field_inventory,False,False,True
177,AS/DIM/83G4/2015/64,Assam,Dima Hasao,Pura Sinking Zone village,Pura village on NH-54,25.157,93.062,Earth,Slide,2014,,,,,,,,,,,514.0,11.6854,32.7135,1,GSI_field_inventory,False,False,True
178,AS/DIM/83G4/2015/43,Assam,Dima Hasao,Pura-4,"Pura,NH-54",25.157,93.066,Earth,Slide,2014,,,,,,,,,,,491.0,19.0252,253.6398,1,GSI_field_inventory,False,False,True
179,ASM/DH/83G4/2016/29,Assam,Dima Hasao,Haflong-Jatinga road section slide-04,Haflong town,25.157139,93.017194,Debris,Slide,2016,,,,,,,,,,,651.0,33.8461,190.3705,1,GSI_field_inventory,False,False,True
181,ASM/DH/83G4/2016/30,Assam,Dima Hasao,Gadhi Rojai Slide,Haflong town,25.159333,93.017,Earth,Slide,2016,,,,,,,,,,,685.0,6.2113,35.1097,1,GSI_field_inventory,False,False,True
182,ASM/DH/83G4/2016/14,Assam,Dima Hasao,Songpiang-2,"Songpiang village, Haflong",25.163444,93.023167,Debris,Slide,2016,,,,,,,,,,,557.0,19.5501,95.8871,1,GSI_field_inventory,False,False,True
183,ASM/DH/83G4/2016/42,Assam,Dima Hasao,96 km Migrendisa slide,"96 km, Migrendisa – Haflong rail section, near Diyung bridge.",25.164,93.040194,Debris,Slide,2016,,,,,,,,,,,450.0,17.3562,163.3738,1,GSI_field_inventory,False,False,True
184,ASM/DH/83G4/2016/13,Assam,Dima Hasao,Songpiang-1,"Songpiang village, Haflong",25.165639,93.025444,Debris,Slide,2016,,,,,,,,,,,516.0,13.009,62.9072,1,GSI_field_inventory,False,False,True
185,AS/DIM/83G4/2015/44,Assam,Dima Hasao,Pangmol,Near Pangmol village,25.169,93.155,Earth,Slide,,,,,,,,,,,,960.0,13.3685,17.5202,1,GSI_field_inventory,False,False,True
186,AS/DIM/83G4/2015/45,Assam,Dima Hasao,Riao slide,Near Riao village.,25.169,93.156,Earth,Slide,,,,,,,,,,,,956.0,7.5579,47.8531,1,GSI_field_inventory,False,False,True
187,AS/DIH/83G08/2020/15,Assam,Dima Hasao,Data recorded from Hejaichak,to Hangrum road,25.17,93.36,Rock,Slide,,,,,,,,,,,,1165.0,54.1347,257.496,1,GSI_field_inventory,False,False,True
189,ASM/DH/83G4/2016/12,Assam,Dima Hasao,"Huonveng, N.D Raji-3","N.D Raji (Hmar)village, Haflong",25.171889,93.003944,Debris,Slide,2016,,,,,,,,,,,741.0,11.9569,130.5224,1,GSI_field_inventory,False,False,True
191,ASM/DH/83G4/2016/10,Assam,Dima Hasao,N.D Raji.-1,"N.D Raji village, Haflong",25.175972,93.020167,Debris,Slide,2016,,,,,,,,,,,590.0,28.4589,74.8515,1,GSI_field_inventory,False,False,True
192,ASM/DH/83G4/2016/23,Assam,Dima Hasao,Mahur,Mahur,25.176389,93.116139,Debris,Slide,2016,,,,,,,,,,,564.0,15.4525,17.9,1,GSI_field_inventory,False,False,True
193,ASM/DH/83G4/2016/08,Assam,Dima Hasao,Khongsai slide- 2,"Khongsai village, Haflong",25.176917,93.026556,Earth,Slide,2014,,,,,,,,,,,452.0,23.3794,159.4092,1,GSI_field_inventory,False,False,True
195,ASM/DH/83G4/2016/05,Assam,Dima Hasao,Khongsai slide-1,"Khongsai village, Haflong",25.1775,93.026222,Earth,Slide,2014,,,,,,,,,,,484.0,16.3102,174.7389,1,GSI_field_inventory,False,False,True
196,ASM/DH/83G4/2016/01,Assam,Dima Hasao,Migrendisa slide,"Near Migrendisa Railway Station, Migrendisa",25.179861,93.070778,Debris,Slide,2016,,,,,,,,,,,512.0,5.5565,128.6077,1,GSI_field_inventory,False,False,True
197,AS/DIH/83G08/2020/14,Assam,Dima Hasao,Data recorded from Hejaichak,to Hangrum road,25.18,93.33,Debris,Slide,,,,,,,,,,,,868.0,26.2362,107.6873,1,GSI_field_inventory,False,False,True
201,ASM/DH/83G4/2016/20,Assam,Dima Hasao,Newngalsong,"Newngalsong village, Mahur",25.184528,93.125639,Debris,Slide,2016,,,,,,,,,,,630.0,16.2715,343.0757,1,GSI_field_inventory,False,False,True
202,AS/DIM/83G4/2015/62,Assam,Dima Hasao,Phaeding-Sunbung Subsidence,8.5 km from Mahur; NH-54,25.186,93.104,Earth,Slide,2014,,,,,,,,,,,518.0,2.6022,280.2587,1,GSI_field_inventory,False,False,True
204,AS/DIM/83G4/2015/63,Assam,Dima Hasao,Bara-wapu village subsidence,South of Bara-wapu village on NH-54,25.188,93.066,Earth,Slide,2014,,,,,,,,,,,714.0,7.5809,240.8878,1,GSI_field_inventory,False,False,True
206,AS/DIM/83G4/2015/37,Assam,Dima Hasao,Asalu slide,"Laisong road, Asalu.",25.189,93.192,Earth,Slide,,,,,,,,,,,,802.0,13.3717,52.2016,1,GSI_field_inventory,False,False,True
208,ASM/DH/83G4/2016/53,Assam,Dima Hasao,Mahur railway station slide,"Mahur railway station, Haflong",25.189556,93.096417,Debris,Slide,2016,,,,,,,,,,,535.0,23.6625,171.1938,1,GSI_field_inventory,False,False,True
209,AS/DIM/83G4/2015/40,Assam,Dima Hasao,Asalu-3,"Asalu,SH",25.19,93.191,Earth,Slide,,,,,,,,,,,,800.0,11.2108,44.3861,1,GSI_field_inventory,False,False,True
213,AS/DIM/83G4/2015/39,Assam,Dima Hasao,Asalu-2,"Asalu,NH-54",25.191,93.192,Earth,Slide,,,,,,,,,,,,771.0,16.1385,18.0057,1,GSI_field_inventory,False,False,True
216,ASM/DH/83G4/2016/39,Assam,Dima Hasao,Haflong-Gunjung road section slide-10 Lower Haflong,,25.199722,93.016722,Debris,Slide,2016,,,,,,,,,,,418.0,26.8263,352.8875,1,GSI_field_inventory,False,False,True
217,AS/DIH/83G08/2020/1,Assam,Dima Hasao,Data collected from Mahur-,Toulpui road.,25.2,93.25,Rock,Slide,,,,,,,,,,,,1193.0,20.0351,2.8121,1,GSI_field_inventory,False,False,True
218,AS/DIH/83G08/2020/43,Assam,Dima Hasao,Mahur-Toulpui road.,,25.2,93.25,Rock,Slide,,,,,,,,,,,,1193.0,20.0351,2.8121,1,GSI_field_inventory,False,False,True
219,AS/DIM/83G4/2015/50,Assam,Dima Hasao,Heuwangbram,"Near Heuwangbram ,NH-54",25.201,93.122,Earth,Slide,2014,,,,,,,,,,,604.0,17.1908,255.6089,1,GSI_field_inventory,False,False,True
220,AS/DIM/83G4/2015/48,Assam,Dima Hasao,Riao,Near Riao Village.,25.204,93.059,Earth,Slide,,,,,,,,,,,,574.0,13.2377,132.1387,1,GSI_field_inventory,False,False,True
221,ASM/DH/83G4/2016/54,Assam,Dima Hasao,Phaiding slide,"Phaiding, Haflong",25.204556,93.138889,Debris,Slide,2016,,,,,,,,,,,602.0,16.2417,156.4721,1,GSI_field_inventory,False,False,True
222,AS/DIM/83G4/2015/46,Assam,Dima Hasao,Pangmol-2,Near Pangmol village,25.205,93.059,Earth,Slide,,,,,,,,,,,,575.0,11.5068,61.5036,1,GSI_field_inventory,False,False,True
223,AS/DIM/83G4/2015/47,Assam,Dima Hasao,Riao,Near Riao village.,25.205,93.008,Earth,Slide,,,,,,,,,,,,386.0,15.1993,67.2136,1,GSI_field_inventory,False,False,True
225,AS/DIM/83G4/2015/53,Assam,Dima Hasao,Semdikhar,"Semdikhar,NH-54",25.206,93.126,Earth,Slide,2014,,,,,,,,,,,786.0,20.2266,243.9381,1,GSI_field_inventory,False,False,True
227,AS/DIM/83G4/2015/51,Assam,Dima Hasao,Heuwangbram,"Near Heuwangbram ,NH-54",25.208,93.121,Earth,Slide,2014,,,,,,,,,,,678.0,17.7312,180.8015,1,GSI_field_inventory,False,False,True
228,AS/DIH/83G08/2020/12,Assam,Dima Hasao,Data collected from Mahur-,Toulpui road.,25.21,93.25,Debris,Slide,,,,,,,,,,,,1210.0,21.4425,215.5091,1,GSI_field_inventory,False,False,True
230,AS/DIH/83G08/2020/27,Assam,Dima Hasao,"Namna river, Laisong Bazar",,25.21,93.31,Debris,Slide,2018,,,,,,,,,,,870.0,21.2481,11.9502,1,GSI_field_inventory,False,False,True
231,ASM/DH/83G4/2016/36,Assam,Dima Hasao,Haflong – Gunjung road section slide-,07 Near Gunjung village road,25.214944,93.021611,Debris,Slide,2016,,,,,,,,,,,618.0,20.3149,309.3483,1,GSI_field_inventory,False,False,True
232,AS/DIM/83C16/2017/05,Assam,Dima Hasao,Robi Nala Slide,MichiduiHaflong road,25.216881,92.982245,Debris,Slide,,,,,,,,,,,,666.0,5.8124,61.506,1,GSI_field_inventory,False,False,True
234,ASM/DH/83G4/2016/37,Assam,Dima Hasao,Haflong – Gunjung road section slide-,08 Near Gunjung village road section,25.2185,93.013111,Debris,Slide,2016,,,,,,,,,,,494.0,32.1726,307.2091,1,GSI_field_inventory,False,False,True
235,AS/DIH/83G08/2020/2,Assam,Dima Hasao,Laisong bazar to Chhota Laisong,road,25.22,93.29,Debris,Slide,,,,,,,,,,,,884.0,2.3171,95.7401,1,GSI_field_inventory,False,False,True
237,AS/DIH/83G08/2020/9,Assam,Dima Hasao,Hejaichak to Hangrum road,,25.22,93.34,Debris,Slide,,,,,,,,,,,,1295.0,19.9103,13.5716,1,GSI_field_inventory,False,False,True
238,AS/DIH/83G08/2020/10,Assam,Dima Hasao,Hejaichak to Hangrum road,,25.22,93.34,Debris,Slide,,,,,,,,,,,,1295.0,19.9103,13.5716,1,GSI_field_inventory,False,False,True
239,AS/DIH/83G08/2020/13,Assam,Dima Hasao,Hejaichak to Hangrum road,,25.22,93.35,Debris,Slide,,,,,,,,,,,,1173.0,29.2183,88.7562,1,GSI_field_inventory,False,False,True
241,AS/DIH/83G08/2020/47,Assam,Dima Hasao,Laisong bazar to Chhota,Laisong road,25.22,93.29,Rock,Slide,,,,,,,,,,,,884.0,2.3171,95.7401,1,GSI_field_inventory,False,False,True
242,AS/DH/83G04/2018/003,Assam,Dima Hasao,Phiding slide,"Near Phiding Railway Station. Between Mahur and Phiding RS, NFR.",25.224278,93.222861,Debris,Slide,14 June 2018,59.4,281.9,325.6,Open-Meteo historical weather,reanalysis,available,0.493812,Open-Meteo ERA5-Land,reanalysis,available,619.0,9.7437,261.8709,1,GSI_field_inventory,True,True,True
243,AS/NC/83G04/2009-10/AS-6,Assam,Dima Hasao,Mahur-Wadringdisa slide,,25.229556,93.1556,Debris,Slide,02 April 2010,2.2,14.8,90.5,Open-Meteo historical weather,reanalysis,available,0.441354,Open-Meteo ERA5-Land,reanalysis,available,466.0,17.3363,138.7577,1,GSI_field_inventory,True,True,True
244,AS/DIH/83G08/2020/28,Assam,Dima Hasao,Kipeilua village,,25.23,93.34,Debris,Slide,,,,,,,,,,,,1303.0,25.9066,178.9445,1,GSI_field_inventory,False,False,True
247,AS/DIH/83G08/2020/4,Assam,Dima Hasao,Laisong bazar to Chhota Laisong,road,25.24,93.28,Debris,Slide,,,,,,,,,,,,959.0,15.2199,175.2836,1,GSI_field_inventory,False,False,True
248,AS/DIH/83G08/2020/5,Assam,Dima Hasao,Laisong bazar to Chhota Laisong,road,25.24,93.27,Debris,Slide,,,,,,,,,,,,1086.0,20.2297,324.3553,1,GSI_field_inventory,False,False,True
249,AS/DIH/83G08/2020/6,Assam,Dima Hasao,Chhota Laisong-Hegolo road,,25.24,93.27,Debris,Slide,,,,,,,,,,,,1086.0,20.2297,324.3553,1,GSI_field_inventory,False,False,True
250,AS/DIM/83G4/2015/52,Assam,Dima Hasao,Heuwangbram,"Near Heuwangbram ,NH-54",25.242,93.14,Earth,Slide,2014,,,,,,,,,,,650.0,3.8464,127.0076,1,GSI_field_inventory,False,False,True
251,ASM/DIM/83C15/2017/03,Assam,Dima Hasao,Kobak Slide.,New Sangbar_ Kobak District Road.,25.257696,92.809603,Earth,Slide,,,,,,,,,,,,1174.0,11.6966,20.2323,1,GSI_field_inventory,False,False,True
252,AS/DIM/83G07/2017/65,Assam,Dima Hasao,Thingje–Hereilo slide No.1,Thingje–Hereilo road section,25.263528,93.390611,Rock,Slide,,,,,,,,,,,,837.0,28.4365,237.4471,1,GSI_field_inventory,False,False,True
258,AS/DIM/83G07/2017/5,Assam,Dima Hasao,Nchen–Ngaulong slide No.2,Nchen–Ngaulong road section.,25.308028,93.471028,Debris,Slide,,,,,,,,,,,,1594.0,25.9438,57.8348,1,GSI_field_inventory,False,False,True
259,AS/DIM/83G7/2017/6,Assam,Dima Hasao,Nchen–Ngaulong slide No.3,Nchen–Ngaulong road section.,25.309111,93.470694,Debris,Slide,,,,,,,,,,,,1597.0,16.1105,141.6868,1,GSI_field_inventory,False,False,True
260,ASM/DIM/83C15/2017/06,Assam,Dima Hasao,Vaitongsip,New Sangbar-Kobak road,25.320232,92.818091,Earth,Slide,,,,,,,,,,,,1019.0,7.6527,164.5402,1,GSI_field_inventory,False,False,True
261,ASM/DIM/83C15/2017/05,Assam,Dima Hasao,Vaitongsip,New Sangbar-Kobak Road,25.323731,92.80751,Earth,Slide,,,,,,,,,,,,1061.0,3.5043,329.2175,1,GSI_field_inventory,False,False,True
263,AS/DIM/83G07/2017/63,Assam,Dima Hasao,Digarkaro–Phaipha Slide No.1,Digarkaro–Phaipha road section.,25.332083,93.334639,Debris,Slide,,,,,,,,,,,,549.0,26.3681,110.0528,1,GSI_field_inventory,False,False,True
264,ASM/DIM/83C15/2017/10,Assam,Dima Hasao,Vaitongsip Slide,Vaitongsip village,25.336054,92.82053,Earth,Slide,,,,,,,,,,,,1018.0,8.129,70.1238,1,GSI_field_inventory,False,False,True
265,AS/DIM/83G07/2017/19,Assam,Dima Hasao,Nutan Hajong–Nablaidisa slide No.1,Nutan Hajong–Nablaidisa road section,25.362583,93.257722,Debris,Slide,,,,,,,,,,,,389.0,15.0995,84.8367,1,GSI_field_inventory,False,False,True
267,AS/DIM/83G4/2015/23,Assam,Dima Hasao,Mupa slide,North to Mupa,25.387,93.12,Earth,Flow,,,,,,,,,,,,319.0,19.5141,43.0436,1,GSI_field_inventory,False,False,True
269,ASM/DIM/83C15/2017/14,Assam,Dima Hasao,Gunjang Slide,South to Dehangi (Gunjang- Haflong road),25.395431,92.990267,Earth,Slide,,,,,,,,,,,,399.0,21.4583,48.7818,1,GSI_field_inventory,False,False,True
272,AS/DIM/83G07/2017/41,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.10 Kepre Tongikro Mongjang road,section.,25.402472,93.390444,Debris,Slide,,,,,,,,,,,,462.0,29.3783,357.7196,1,GSI_field_inventory,False,False,True
274,AS/DIM/83G4/2015/24,Assam,Dima Hasao,Dedaodip slide,"Dedaodip,NH-54",25.404,93.132,Earth,Slide,,,,,,,,,,,,275.0,21.3404,279.5398,1,GSI_field_inventory,False,False,True
275,AS/DIM/83G4/2015/25,Assam,Dima Hasao,Dedaodip slide,"Dedaodip,NH-54",25.405,93.133,Earth,Slide,,,,,,,,,,,,306.0,17.2899,263.2803,1,GSI_field_inventory,False,False,True
277,ASM/DIM/83C15/2017/02,Assam,Dima Hasao,Bagha Slide,Umrangso_Dehangi Highway,25.40837,92.82826,Rock,Slide,,,,,,,,,,,,895.0,20.733,139.3836,1,GSI_field_inventory,False,False,True
282,ASM/DH/83G4/2016/04,Assam,Dima Hasao,Mupa-Langting RF Rock slide,"NH 54, Mupa – Langting Reserved Forest",25.417333,93.129083,Rock,Slide,2015,,,,,,,,,,,387.0,3.0498,292.3205,1,GSI_field_inventory,False,False,True
284,AS/DIM/83G3/2015/59,Assam,Dima Hasao,Dehangi-1,Near Dehangi village,25.42,93.002,Earth,Slide,2014,,,,,,,,,,,277.0,2.3735,12.486,1,GSI_field_inventory,False,False,True
285,AS/DIM/83G07/2017/38,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.7,Kepre Tongikro Mongjang road section.,25.420278,93.371306,Debris,Slide,,,,,,,,,,,,406.0,10.4714,263.7145,1,GSI_field_inventory,False,False,True
286,AS/DIM/83G07/2017/37,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.6,Kepre Tongikro Mongjang road section.,25.420806,93.371056,Rock,Fall,,,,,,,,,,,,393.0,11.8449,298.8424,1,GSI_field_inventory,False,False,True
287,AS/DIM/83G07/2017/36,Assam,Dima Hasao,Dongki nala slide.,Kepre Tongikro Mongjang road section.,25.421333,93.370361,Debris,Slide,,,,,,,,,,,,391.0,3.9072,280.2392,1,GSI_field_inventory,False,False,True
290,AS/DIM/83G07/2017/35,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.5,Kepre Tongikro Mongjang road section.,25.423806,93.369722,Debris,Slide,,,,,,,,,,,,396.0,7.2147,163.5502,1,GSI_field_inventory,False,False,True
291,AS/DIM/83G07/2017/34,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.4,Kepre Tongikro Mongjang road section.,25.423861,93.369417,Debris,Slide,,,,,,,,,,,,399.0,13.9218,174.8142,1,GSI_field_inventory,False,False,True
292,AS/DIM/83G3/2015/60,Assam,Dima Hasao,Dehangi-2,Near Dehangi village,25.424,93.0,Earth,Slide,2014,,,,,,,,,,,243.0,,,1,GSI_field_inventory,False,False,False
293,AS/DIM/83G07/2017/32,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.2,Kepre Tongikro Mongjang road section.,25.4255,93.363944,Debris,Slide,,,,,,,,,,,,384.0,12.2068,245.6974,1,GSI_field_inventory,False,False,True
