Sl.No,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status,elevation,slope,aspect,landslide,sample_source,rainfall_available,soil_moisture_available,terrain_available
26539,SKM/NS/78A15/2017/153,Sikkim,East Sikkim,Naya Baba Mandir,SH,27.364722,88.834917,Debris,Slide,,,,,,,,,,,,3862.0,32.5932,144.7388,1,GSI_field_inventory,False,False,True
26540,SKM/ES/78A11/2015/410,Sikkim,East Sikkim,Changhu_Nathula Road,,27.365056,88.655167,Debris,Slide,,,,,,,,,,,,2337.0,37.8247,213.4857,1,GSI_field_inventory,False,False,True
26541,SKM/SS/78A07/2015/342,Sikkim,South Sikkim,Lingmo village Road,,27.366944,88.449806,Debris,Slide,,,,,,,,,,,,1694.0,28.3427,115.3184,1,GSI_field_inventory,False,False,True
26542,SKM/NS/78A15/2017/146,Sikkim,East Sikkim,Thengu,SH,27.367111,88.776028,Rock,Slide,,,,,,,,,,,,3909.0,21.7242,162.7006,1,GSI_field_inventory,False,False,True
26543,SKM/ES/78A11/2015/161,Sikkim,East Sikkim,,,27.368194,88.711167,Rock,Fall,,,,,,,,,,,,3167.0,18.4684,226.3158,1,GSI_field_inventory,False,False,True
26544,SKM/ES/78A11/2015/398,Sikkim,East Sikkim,Changhu_Nathula Road,,27.368278,88.711278,Debris,Slide,,,,,,,,,,,,3182.0,16.8497,219.194,1,GSI_field_inventory,False,False,True
26545,SKM/NS/78A15/2017/149,Sikkim,East Sikkim,SH,,27.368917,88.794611,Debris,Slide,,,,,,,,,,,,3894.0,35.2194,116.1949,1,GSI_field_inventory,False,False,True
26546,SKM/ES/78A11/2015/405,Sikkim,East Sikkim,Changhu_Nathula Road,,27.369306,88.691583,Debris,Slide,,,,,,,,,,,,2802.0,35.1754,115.1456,1,GSI_field_inventory,False,False,True
26547,SKM/ES/78A11/2015/160,Sikkim,East Sikkim,,,27.369333,88.714917,Rock,Fall,,,,,,,,,,,,3201.0,17.8158,134.8457,1,GSI_field_inventory,False,False,True
26548,SKM/SS/78A07/2015/341,Sikkim,South Sikkim,Lingmo village Road,,27.369778,88.456833,Debris,Slide,,,,,,,,,,,,1507.0,27.7724,139.5335,1,GSI_field_inventory,False,False,True
26549,SKM/ES/78A11/2015/415,Sikkim,East Sikkim,Changhu_Nathula Road,,27.370083,88.67925,Debris,Slide,,,,,,,,,,,,2569.0,41.6163,234.6509,1,GSI_field_inventory,False,False,True
26550,SKM/ES/78A11/2015/406,Sikkim,East Sikkim,Changhu_Nathula Road,,27.370472,88.686417,Debris,Slide,,,,,,,,,,,,2752.0,36.7507,200.3556,1,GSI_field_inventory,False,False,True
26551,SKM/ES/78A11/2015/408,Sikkim,East Sikkim,Changhu_Nathula Road,,27.37075,88.679444,Debris,Slide,,,,,,,,,,,,2632.0,32.2961,231.1373,1,GSI_field_inventory,False,False,True
26552,SKM/ES/78A11/2015/407,Sikkim,East Sikkim,Changhu_Nathula Road,,27.370861,88.683167,Debris,Slide,,,,,,,,,,,,2720.0,33.8111,144.6632,1,GSI_field_inventory,False,False,True
26553,SKM/ES/78A07/2015/166,Sikkim,East Sikkim,Namchi-Namthang Road,,27.370972,88.710111,Rock,Fall,,,,,,,,,,,,3154.0,42.226,250.7329,1,GSI_field_inventory,False,False,True
26554,SKM/ES/78A11/2015/399,Sikkim,East Sikkim,Changhu_Nathula Road,,27.371472,88.709722,Debris,Slide,,,,,,,,,,,,3133.0,41.1425,241.2006,1,GSI_field_inventory,False,False,True
26555,SKM/ES/78A11/2015/409,Sikkim,East Sikkim,Changhu_Nathula Road,,27.371806,88.677167,Debris,Slide,,,,,,,,,,,,2572.0,26.2068,211.2304,1,GSI_field_inventory,False,False,True
26556,SKM/ES/78A11/2015/404,Sikkim,East Sikkim,Changhu_Nathula Road,,27.372278,88.688944,Debris,Slide,,,,,,,,,,,,2990.0,30.8263,234.7989,1,GSI_field_inventory,False,False,True
26557,SKM/ES/78A11/2015/57,Sikkim,East Sikkim,North Sikkim Highway,,27.372333,88.617556,Rock,Fall,,,,,,,,,,,,1894.0,30.1746,320.5889,1,GSI_field_inventory,False,False,True
26558,SKM/ES/78A11/2015/136,Sikkim,East Sikkim,Changhu_Nathula Road,,27.372806,88.739139,Debris,Slide,,,,,,,,,,,,3487.0,33.0331,226.7938,1,GSI_field_inventory,False,False,True
26559,SKM/ES/78A11/2015/140,Sikkim,East Sikkim,Changhu_Nathula Road,,27.373083,88.720028,Debris,Slide,,,,,,,,,,,,3269.0,28.069,123.1217,1,GSI_field_inventory,False,False,True
26560,SKM/ES/78A11/2015/397,Sikkim,East Sikkim,Changhu_Nathula Road,,27.373472,88.721944,Debris,Slide,,,,,,,,,,,,3264.0,34.8343,163.6448,1,GSI_field_inventory,False,False,True
26561,SKM/ES/78A11/2015/137,Sikkim,East Sikkim,Changhu_Nathula Road,,27.373472,88.731722,Debris,Slide,,,,,,,,,,,,3393.0,23.9142,210.9209,1,GSI_field_inventory,False,False,True
26562,SKM/NS/78A11/2015/78,Sikkim,North Sikkim,Gangtok-Chungthang Road,,27.374583,88.542444,Rock,Fall,,,,,,,,,,,,1809.0,42.4832,95.5791,1,GSI_field_inventory,False,False,True
26563,SKM/NS/78A11/2015/02,Sikkim,North Sikkim,North Sikkim Highway,,27.374583,88.542333,Debris,Slide,,,,,,,,,,,,1836.0,41.7038,103.6601,1,GSI_field_inventory,False,False,True
26564,SKM/NS/78A15/2017/147,Sikkim,East Sikkim,Thengu,SH,27.37475,88.782889,Rock,Slide,,,,,,,,,,,,3896.0,30.8945,113.9417,1,GSI_field_inventory,False,False,True
26565,SKM/ES/78A11/2015/138,Sikkim,East Sikkim,Changhu_Nathula Road,,27.375028,88.728278,Debris,Slide,,,,,,,,,,,,3380.0,28.8677,282.7222,1,GSI_field_inventory,False,False,True
26566,SKM/NS/78A11/2015/79,Sikkim,North Sikkim,Gangtok-Chungthang Road,,27.375139,88.542833,Rock,Fall,,,,,,,,,,,,1818.0,47.7544,130.0307,1,GSI_field_inventory,False,False,True
26567,SKM/ES/78A11/2015/400,Sikkim,East Sikkim,Changhu_Nathula Road,,27.375139,88.708028,Debris,Slide,,,,,,,,,,,,3159.0,38.253,269.7059,1,GSI_field_inventory,False,False,True
26568,SKM/NS/78A11/2015/01,Sikkim,North Sikkim,North Sikkim Highway,,27.375194,88.54275,Rock,Fall,,,,,,,,,,,,1818.0,47.7544,130.0307,1,GSI_field_inventory,False,False,True
26569,SKM/ES/78A11/2015/58,Sikkim,East Sikkim,North Sikkim Highway,,27.375806,88.625278,Rock,Fall,,,,,,,,,,,,1850.0,29.9125,2.7242,1,GSI_field_inventory,False,False,True
26570,SKM/ES/78A11/2015/139,Sikkim,East Sikkim,Changhu_Nathula Road,,27.375833,88.726722,Rock,Slide,,,,,,,,,,,,3335.0,29.1414,147.3515,1,GSI_field_inventory,False,False,True
26571,SKM/NS/78A15/2017/150,Sikkim,East Sikkim,Yakla,SH,27.376222,88.799667,Debris,Slide,,,,,,,,,,,,3938.0,36.8169,119.4706,1,GSI_field_inventory,False,False,True
26572,SKM/ES/78A11/2015/59,Sikkim,East Sikkim,North Sikkim Highway,,27.376306,88.629583,Rock,Fall,,,,,,,,,,,,1818.0,36.424,336.3317,1,GSI_field_inventory,False,False,True
26573,SKM/NS/78A15/2017/144,Sikkim,East Sikkim,Changu,SH,27.376861,88.766167,Debris,Slide,,,,,,,,,,,,3786.0,25.7159,179.4578,1,GSI_field_inventory,False,False,True
26574,SKM/NS/78A15/2017/145,Sikkim,East Sikkim,Thengu,SH,27.378306,88.770083,Debris,Slide,,,,,,,,,,,,3824.0,19.7789,163.053,1,GSI_field_inventory,False,False,True
26575,SKM/ES/78A11/2015/402,Sikkim,East Sikkim,Changhu_Nathula Road,,27.378417,88.697222,Debris,Slide,,,,,,,,,,,,3062.0,42.2111,212.5196,1,GSI_field_inventory,False,False,True
26576,SKM/NS/78A11/2015/80,Sikkim,North Sikkim,Gangtok-Chungthang Road,,27.378444,88.541667,Rock,Fall,,,,,,,,,,,,1767.0,31.2039,349.158,1,GSI_field_inventory,False,False,True
26577,SKM/ES/78A11/2015/60,Sikkim,East Sikkim,North Sikkim Highway,,27.378611,88.631083,Rock,Fall,,,,,,,,,,,,1816.0,46.1749,251.6617,1,GSI_field_inventory,False,False,True
26578,SKM/ES/78A11/2015/414,Sikkim,East Sikkim,Changhu_Nathula Road,,27.378667,88.699611,Rock,Topple,,,,,,,,,,,,3088.0,44.5661,123.1244,1,GSI_field_inventory,False,False,True
26579,SKM/WS/78A07/2015/357,Sikkim,West Sikkim,Dhupidara Road,,27.379639,88.315361,Debris,Slide,,,,,,,,,,,,1516.0,34.8855,24.318,1,GSI_field_inventory,False,False,True
26580,SKM/ES/78A11/2015/413,Sikkim,East Sikkim,Changhu_Nathula Road,,27.380806,88.726,Debris,Slide,,,,,,,,,,,,3597.0,36.9713,156.8255,1,GSI_field_inventory,False,False,True
26581,SKM/NS/78A15/2017/152,Sikkim,East Sikkim,SH,,27.380861,88.812361,Debris,Slide,,,,,,,,,,,,3965.0,40.2383,230.8554,1,GSI_field_inventory,False,False,True
26582,SKM/ES/78A11/2015/61,Sikkim,East Sikkim,North Sikkim Highway,,27.381278,88.632611,Rock,Fall,,,,,,,,,,,,1763.0,39.9016,281.1625,1,GSI_field_inventory,False,False,True
26583,SKM/ES/78A11/2015/411,Sikkim,East Sikkim,Changhu_Nathula Road,,27.381306,88.690444,Debris,Slide,,,,,,,,,,,,3090.0,32.682,138.1041,1,GSI_field_inventory,False,False,True
26584,SKM/ES/78A11/2015/403,Sikkim,East Sikkim,Changhu_Nathula Road,,27.381556,88.691806,Debris,Slide,,,,,,,,,,,,3097.0,39.2214,206.1757,1,GSI_field_inventory,False,False,True
26585,SKM/ES/78A11/2015/63,Sikkim,East Sikkim,North Sikkim Highway,,27.381917,88.640333,Rock,Fall,,,,,,,,,,,,1689.0,40.4735,285.9669,1,GSI_field_inventory,False,False,True
26586,SKM/ES/78A11/2015/401,Sikkim,East Sikkim,Changhu_Nathula Road,,27.383361,88.702611,Debris,Slide,,,,,,,,,,,,3164.0,34.5024,185.7082,1,GSI_field_inventory,False,False,True
26587,SKM/WS/78A07/2015/356,Sikkim,West Sikkim,Dhupidara Road,,27.383611,88.305806,Rock,Topple,,,,,,,,,,,,1632.0,49.3393,17.074,1,GSI_field_inventory,False,False,True
26588,SKM/NS/78A15/2017/151,Sikkim,East Sikkim,Sherethang,SH,27.38375,88.808694,Debris,Slide,,,,,,,,,,,,3951.0,45.605,75.5444,1,GSI_field_inventory,False,False,True
26589,SKM/ES/78A11/2015/62,Sikkim,East Sikkim,North Sikkim Highway,,27.383806,88.633083,Rock,Fall,,,,,,,,,,,,1751.0,11.8697,306.6476,1,GSI_field_inventory,False,False,True
26590,SKM/ES/78A11/2015/64,Sikkim,East Sikkim,North Sikkim Highway,,27.384444,88.639611,Rock,Slide,,,,,,,,,,,,1635.0,38.267,333.2131,1,GSI_field_inventory,False,False,True
26591,SKM/WS/78A07/2015/355,Sikkim,West Sikkim,Dhupidara Road,,27.389222,88.310972,Rock,Fall,,,,,,,,,,,,1429.0,43.3005,216.1618,1,GSI_field_inventory,False,False,True
26592,SKM/WS/78A07/2015/354,Sikkim,West Sikkim,Dhupidara Road,,27.393139,88.310139,Debris,Slide,,,,,,,,,,,,1537.0,28.5967,254.0573,1,GSI_field_inventory,False,False,True
26593,SKM/ES/78A11/2015/65,Sikkim,East Sikkim,North Sikkim Highway,,27.394,88.62525,Rock,Slide,,,,,,,,,,,,1577.0,40.6424,181.8258,1,GSI_field_inventory,False,False,True
26594,SKM/WS/78A07/2015/353,Sikkim,West Sikkim,Dhupidara Road,,27.395028,88.307389,Rock,Fall,,,,,,,,,,,,1620.0,39.2682,202.9711,1,GSI_field_inventory,False,False,True
26595,SKM/ES/78A11/2015/66,Sikkim,East Sikkim,North Sikkim Highway,,27.395444,88.623583,Rock,Slide,,,,,,,,,,,,1618.0,27.5854,211.5646,1,GSI_field_inventory,False,False,True
26596,SKM/NS/78A11/2015/04,Sikkim,North Sikkim,Kabi,North Sikkim Highway,27.3955,88.623556,Debris,Slide,,,,,,,,,,,,1618.0,27.5854,211.5646,1,GSI_field_inventory,False,False,True
26597,SKM/WS/78A07/2015/352,Sikkim,West Sikkim,Dhupidara Road,,27.3955,88.306889,Debris,Slide,,,,,,,,,,,,1646.0,39.4882,224.1873,1,GSI_field_inventory,False,False,True
26598,SKM/NS/78A11/2015/82,Sikkim,North Sikkim,Dikchu-Mangshila Road,,27.395556,88.517528,Rock,Slide,,,,,,,,,,,,739.0,31.6519,286.0052,1,GSI_field_inventory,False,False,True
26599,SKM/ES/78A11/2015/67,Sikkim,East Sikkim,North Sikkim Highway,,27.395639,88.621667,Debris,Slide,,,,,,,,,,,,1592.0,33.4273,208.0072,1,GSI_field_inventory,False,False,True
26600,SKM/NS/78A11/2015/81,Sikkim,North Sikkim,Dikchu-Mangshila Road,,27.397083,88.519167,Debris,Slide,,,,,,,,,,,,765.0,33.0084,322.8833,1,GSI_field_inventory,False,False,True
26601,SKM/WS/78A07/2015/375,Sikkim,West Sikkim,Narkhola Road,,27.397389,88.356139,Rock,Fall,,,,,,,,,,,,1602.0,35.8632,108.9472,1,GSI_field_inventory,False,False,True
26602,SKM/ES/78A11/2015/68,Sikkim,East Sikkim,North Sikkim Highway,,27.398083,88.614583,Debris,Slide,,,,,,,,,,,,1628.0,41.8217,172.0942,1,GSI_field_inventory,False,False,True
26603,SKM/WS/78A07/2015/377,Sikkim,West Sikkim,Narkhola Road,,27.399806,88.329139,Debris,Slide,,,,,,,,,,,,1941.0,28.4778,269.5725,1,GSI_field_inventory,False,False,True
26604,SKM/WS/78A07/2015/376,Sikkim,West Sikkim,Narkhola Road,,27.400278,88.356861,Debris,Slide,,,,,,,,,,,,1566.0,20.076,273.8095,1,GSI_field_inventory,False,False,True
26605,SKM/NS/78A11/2015/76,Sikkim,North Sikkim,North Sikkim Highway,,27.40825,88.571167,Rock,Slide,,,,,,,,,,,,1662.0,28.9857,105.6816,1,GSI_field_inventory,False,False,True
26606,SKM/NS/78A11/2015/77,Sikkim,North Sikkim,North Sikkim Highway,,27.409667,88.543722,Rock,Fall,,,,,,,,,,,,1517.0,39.2272,212.0388,1,GSI_field_inventory,False,False,True
26607,SKM/NOR/78A11/2014/007,Sikkim,North Sikkim,Tanek Rockslide,Tanek (On North-Sikkim High Way),27.4097,88.54371,Rock,Fall,24 June 2014,29.4,144.4,203.8,Open-Meteo historical weather,reanalysis,available,0.426479,Open-Meteo ERA5-Land,reanalysis,available,1517.0,39.2272,212.0388,1,GSI_field_inventory,True,True,True
26608,SKM/NS/78A11/2015/09,Sikkim,North Sikkim,North Sikkim Highway,,27.409861,88.543722,Rock,Fall,,,,,,,,,,,,1517.0,39.2272,212.0388,1,GSI_field_inventory,False,False,True
26609,SKM/NS/78A11/2015/83,Sikkim,North Sikkim,Dikchu-Mangshila Road,,27.411306,88.516611,Rock,Slide,,,,,,,,,,,,608.0,55.1836,241.0478,1,GSI_field_inventory,False,False,True
26610,SKM/NS/78A11/2015/69,Sikkim,North Sikkim,North Sikkim Highway,,27.412111,88.627083,Debris,Slide,,,,,,,,,,,,1402.0,25.6085,314.4916,1,GSI_field_inventory,False,False,True
26611,SKM/NS/78A11/2015/03,Sikkim,North Sikkim,Kabi,North Sikkim Highway,27.412111,88.626944,Debris,Slide,,,,,,,,,,,,1402.0,25.6085,314.4916,1,GSI_field_inventory,False,False,True
26612,SKM/NS/78A11/2015/24,Sikkim,North Sikkim,North Sikkim Highway,,27.417306,88.622361,Debris,Slide,,,,,,,,,,,,1381.0,25.5093,203.6581,1,GSI_field_inventory,False,False,True
26613,SKM/NS/78A11/2015/71,Sikkim,North Sikkim,North Sikkim Highway,,27.417389,88.621222,Debris,Slide,,,,,,,,,,,,1406.0,49.5378,167.6506,1,GSI_field_inventory,False,False,True
26614,SKM/NS/78A11/2015/23,Sikkim,North Sikkim,North Sikkim Highway,,27.417444,88.621083,Debris,Slide,,,,,,,,,,,,1406.0,49.5378,167.6506,1,GSI_field_inventory,False,False,True
26615,SKM/NS/78A11/2015/25,Sikkim,North Sikkim,North Sikkim Highway,,27.417778,88.623389,Rock,Fall,,,,,,,,,,,,1396.0,33.223,101.0432,1,GSI_field_inventory,False,False,True
26616,SKM/NS/78A11/2015/26,Sikkim,North Sikkim,North Sikkim Highway,,27.417972,88.623361,Rock,Fall,,,,,,,,,,,,1396.0,33.4914,87.5462,1,GSI_field_inventory,False,False,True
26617,SKM/NS/78A11/2015/70,Sikkim,North Sikkim,North Sikkim Highway,,27.418,88.623333,Debris,Slide,,,,,,,,,,,,1396.0,33.4914,87.5462,1,GSI_field_inventory,False,False,True
26618,SKM/NS/78A11/2015/05,Sikkim,North Sikkim,North Sikkim Highway,,27.418472,88.616083,Debris,Slide,,,,,,,,,,,,1385.0,22.2488,194.1924,1,GSI_field_inventory,False,False,True
26619,SKM/NS/78A11/2015/06,Sikkim,North Sikkim,North Sikkim Highway,,27.418667,88.616778,Debris,Slide,,,,,,,,,,,,1403.0,27.8875,189.421,1,GSI_field_inventory,False,False,True
26620,SKM/NS/78A11/2015/84,Sikkim,North Sikkim,Dikchu-Mangshila Road,,27.420028,88.515944,Rock,Fall,,,,,,,,,,,,650.0,52.5812,276.2213,1,GSI_field_inventory,False,False,True
26621,SKM/NS/78A11/2015/85,Sikkim,North Sikkim,Dikchu-Mangshila Road,,27.426,88.514,Debris,Slide,,,,,,,,,,,,669.0,29.5178,239.5031,1,GSI_field_inventory,False,False,True
26622,SKM/NS/78A11/2015/74,Sikkim,North Sikkim,North Sikkim Highway,,27.426361,88.583028,Debris,Slide,,,,,,,,,,,,1658.0,25.6835,155.345,1,GSI_field_inventory,False,False,True
26623,SKM/NS/78A11/2015/75,Sikkim,North Sikkim,North Sikkim Highway,,27.426361,88.583028,Debris,Slide,,,,,,,,,,,,1658.0,25.6835,155.345,1,GSI_field_inventory,False,False,True
26624,SKM/NS/78A11/2015/72,Sikkim,North Sikkim,North Sikkim Highway,,27.429556,88.611667,Debris,Slide,,,,,,,,,,,,1525.0,29.3919,264.6408,1,GSI_field_inventory,False,False,True
26625,SKM/NS/78A11/2015/86,Sikkim,North Sikkim,Dikchu-Mangshila Road,,27.433083,88.514528,Debris,Slide,,,,,,,,,,,,721.0,41.8442,255.3403,1,GSI_field_inventory,False,False,True
26626,SKM/NS/78A11/2015/87,Sikkim,North Sikkim,Dikchu-Mangshila Road,,27.435944,88.515167,Rock,Slide,,,,,,,,,,,,775.0,50.4962,270.3823,1,GSI_field_inventory,False,False,True
26627,SKM/NS/78A11/2015/10,Sikkim,North Sikkim,Sheyam,North Sikkim Highway,27.436556,88.526639,Debris,Slide,,,,,,,,,,,,1284.0,25.026,274.9729,1,GSI_field_inventory,False,False,True
26628,SKM/NS/78A11/2015/73,Sikkim,North Sikkim,North Sikkim Highway,,27.437444,88.613972,Debris,Slide,,,,,,,,,,,,1574.0,27.7742,221.8102,1,GSI_field_inventory,False,False,True
26629,SKM/NS/78A11/2015/07,Sikkim,North Sikkim,Chawang,North Sikkim Highway,27.437889,88.601694,Debris,Slide,,,,,,,,,,,,1788.0,24.431,74.4988,1,GSI_field_inventory,False,False,True
26630,SKM/NS/78A11/2015/08,Sikkim,North Sikkim,North Sikkim Highway,,27.437889,88.601694,Debris,Slide,,,,,,,,,,,,1788.0,24.431,74.4988,1,GSI_field_inventory,False,False,True
26631,SKM/NS/78A11/2015/11,Sikkim,North Sikkim,North Sikkim Highway,,27.438139,88.527028,Debris,Slide,,,,,,,,,,,,1280.0,27.5019,300.8672,1,GSI_field_inventory,False,False,True
26632,SKM/NS/78A11/2015/88,Sikkim,North Sikkim,Dikchu-Mangshila Road,,27.438389,88.514389,Debris,Slide,,,,,,,,,,,,776.0,27.3848,250.3706,1,GSI_field_inventory,False,False,True
26633,SKM/NS/78A11/2015/12,Sikkim,North Sikkim,North Sikkim Highway,,27.438778,88.527444,Debris,Slide,,,,,,,,,,,,1291.0,27.5067,230.4095,1,GSI_field_inventory,False,False,True
26634,SKM/NS/78A11/2015/89,Sikkim,North Sikkim,Dikchu-Mangshila Road,,27.441056,88.513694,Rock,Slide,,,,,,,,,,,,802.0,39.2044,275.6946,1,GSI_field_inventory,False,False,True
26635,SKM/NS/78A11/2015/90,Sikkim,North Sikkim,Dikchu-Mangshila Road,,27.448306,88.519667,Debris,Slide,,,,,,,,,,,,875.0,40.6213,309.5644,1,GSI_field_inventory,False,False,True
26636,SKM/NS/78A11/2015/91,Sikkim,North Sikkim,Dikchu-Mangshila Road,,27.461694,88.523472,Debris,Slide,,,,,,,,,,,,930.0,35.6059,263.51,1,GSI_field_inventory,False,False,True
26637,SKM/NS/78A11/2015/92,Sikkim,North Sikkim,North Sikkim Highway,,27.4795,88.528472,Rock,Slide,,,,,,,,,,,,884.0,28.4219,234.8448,1,GSI_field_inventory,False,False,True
26638,SKM/NS/78A11/2015/95,Sikkim,North Sikkim,North Sikkim Highway,,27.480472,88.531194,Rock,Slide,,,,,,,,,,,,1010.0,40.8282,183.9355,1,GSI_field_inventory,False,False,True
26639,SKM/NS/78A11/2015/96,Sikkim,North Sikkim,North Sikkim Highway,,27.481083,88.530667,Debris,Slide,,,,,,,,,,,,1031.0,30.9145,237.7315,1,GSI_field_inventory,False,False,True
26640,SKM/NS/78A11/2015/93,Sikkim,North Sikkim,North Sikkim Highway,,27.482583,88.52875,Rock,Slide,,,,,,,,,,,,940.0,40.1751,287.0006,1,GSI_field_inventory,False,False,True
26641,SKM/NS/78A11/2015/94,Sikkim,North Sikkim,North Sikkim Highway,,27.482583,88.529528,Debris,Slide,,,,,,,,,,,,967.0,21.535,314.2161,1,GSI_field_inventory,False,False,True
26642,SKM/NOR/78A11/2014/006,Sikkim,North Sikkim,Ambithang Landslide,Ambithang (On Rangrang- Mangan road ),27.48603,88.53269,Debris,Slide,8 July 2014,50.7,99.6,157.8,Open-Meteo historical weather,reanalysis,available,0.429115,Open-Meteo ERA5-Land,reanalysis,available,1059.0,22.8995,230.0658,1,GSI_field_inventory,True,True,True
26643,SKM/NS/78A10/2017/166,Sikkim,North Sikkim,Mangan,NH,27.502,88.5375,Debris,Slide,,,,,,,,,,,,1231.0,19.5759,348.154,1,GSI_field_inventory,False,False,True
26644,SKM/NOR/78A10/2014/004,Sikkim,North Sikkim,Pakshek Landslide,Pakshek ( Mangan-Chungthang road on North highway),27.5091,88.53848,Rock,Slide,1 July 2014,14.0,139.3,382.4,Open-Meteo historical weather,reanalysis,available,0.42699,Open-Meteo ERA5-Land,reanalysis,available,1233.0,21.8032,315.9116,1,GSI_field_inventory,True,True,True
26645,SKM/NS/78A10/2017/169,Sikkim,North Sikkim,Lanthey Khola,NH,27.514972,88.565472,Debris,Slide,,,,,,,,,,,,1395.0,24.2415,342.3014,1,GSI_field_inventory,False,False,True
26646,SKM/NOR/78A10/2014/005,Sikkim,North Sikkim,Lanthakhola,Lanthakhola (On Mangan to Chungthang road ),27.5152,88.56456,Debris,Slide,"1983, 8 July 2014",,,,,,,,,,,1393.0,28.7883,25.0568,1,GSI_field_inventory,False,False,True
26647,SKM/NS/78A10/2017/170,Sikkim,North Sikkim,NH,,27.516444,88.587361,Debris,Slide,,,,,,,,,,,,1460.0,19.41,302.6713,1,GSI_field_inventory,False,False,True
26648,SKM/NS/78A10/2017/167,Sikkim,North Sikkim,NH,,27.517278,88.539667,Debris,Slide,,,,,,,,,,,,1317.0,36.5386,322.8796,1,GSI_field_inventory,False,False,True
26649,SKM/NS/78A10/2017/168,Sikkim,North Sikkim,NH,,27.517306,88.542889,Rock,Slide,,,,,,,,,,,,1321.0,34.2867,29.2464,1,GSI_field_inventory,False,False,True
26650,SKM/NS/78A10/2017/175,Sikkim,North Sikkim,NH,,27.527194,88.603222,Debris,Slide,,,,,,,,,,,,1490.0,39.7144,357.1658,1,GSI_field_inventory,False,False,True
26651,SKM/NS/78A10/2017/171,Sikkim,North Sikkim,NH,,27.527333,88.590778,Debris,Slide,,,,,,,,,,,,1510.0,41.283,256.404,1,GSI_field_inventory,False,False,True
26652,SKM/NS/78A10/2017/176,Sikkim,North Sikkim,NH,,27.527722,88.607972,Debris,Slide,,,,,,,,,,,,1529.0,51.7564,269.269,1,GSI_field_inventory,False,False,True
26653,SKM/NS/78A10/2017/174,Sikkim,North Sikkim,NH,,27.527917,88.60225,Debris,Slide,,,,,,,,,,,,1473.0,41.3662,23.1958,1,GSI_field_inventory,False,False,True
26654,SKM/NS/78A10/2017/173,Sikkim,North Sikkim,NH,,27.528722,88.600833,Debris,Slide,,,,,,,,,,,,1491.0,45.4497,25.2643,1,GSI_field_inventory,False,False,True
26655,SKM/NS/78A10/2017/172,Sikkim,North Sikkim,NH,,27.529639,88.598139,Debris,Slide,,,,,,,,,,,,1464.0,24.2067,348.8792,1,GSI_field_inventory,False,False,True
26656,SKM/NS/78A10/2017/177,Sikkim,North Sikkim,Naga,NH,27.531667,88.606333,Debris,Slide,,,,,,,,,,,,1458.0,35.1075,271.3194,1,GSI_field_inventory,False,False,True
26657,SKM/NS/78A10/2017/178,Sikkim,North Sikkim,NH,,27.533722,88.609278,Rock,Slide,,,,,,,,,,,,1429.0,58.3092,309.2076,1,GSI_field_inventory,False,False,True
26658,SKM/NS/78A10/2017/179,Sikkim,North Sikkim,NH,,27.535056,88.610194,Debris,Slide,,,,,,,,,,,,1417.0,30.3902,298.4335,1,GSI_field_inventory,False,False,True
26660,SKM/NS/78A10/2017/180,Sikkim,North Sikkim,NH,,27.5435,88.628306,Debris,Slide,,,,,,,,,,,,1289.0,38.7317,33.1139,1,GSI_field_inventory,False,False,True
26661,SKM/NS/78A10/2017/196,Sikkim,North Sikkim,NH,,27.54375,88.58475,Debris,Slide,,,,,,,,,,,,1599.0,41.2711,276.6198,1,GSI_field_inventory,False,False,True
26662,SKM/NS/78A10/2017/181,Sikkim,North Sikkim,NH,,27.545694,88.636,Debris,Slide,,,,,,,,,,,,1376.0,31.4592,339.9297,1,GSI_field_inventory,False,False,True
26663,SKM/NS/78A10/2017/195,Sikkim,North Sikkim,NH,,27.545861,88.585194,Debris,Slide,,,,,,,,,,,,1690.0,43.9963,249.3862,1,GSI_field_inventory,False,False,True
26664,SKM/NS/78A10/2017/194,Sikkim,North Sikkim,NH,,27.546333,88.586472,Debris,Slide,,,,,,,,,,,,1770.0,32.4603,222.9753,1,GSI_field_inventory,False,False,True
26665,SKM/NS/78A10/2017/190,Sikkim,North Sikkim,NH,,27.547111,88.602667,Debris,Slide,,,,,,,,,,,,1718.0,36.1245,108.0898,1,GSI_field_inventory,False,False,True
26666,SKM/NS/78A10/2017/182,Sikkim,North Sikkim,NH,,27.548417,88.641944,Debris,Slide,,,,,,,,,,,,1345.0,41.8156,324.0724,1,GSI_field_inventory,False,False,True
26667,SKM/NS/78A10/2017/191,Sikkim,North Sikkim,NH,,27.549194,88.583556,Debris,Slide,,,,,,,,,,,,1811.0,42.9295,211.0125,1,GSI_field_inventory,False,False,True
26668,SKM/NS/78A10/2017/183,Sikkim,North Sikkim,Tung,NH,27.549306,88.644889,Debris,Slide,,,,,,,,,,,,1308.0,23.0233,0.6154,1,GSI_field_inventory,False,False,True
26669,SKM/NS/78A10/2017/184,Sikkim,North Sikkim,NH,,27.550917,88.646056,Debris,Slide,,,,,,,,,,,,1363.0,40.2828,193.0733,1,GSI_field_inventory,False,False,True
